date,meantemp,humidity,meanpressure,wind_speed
2019-01-01,8.83,5.43,101.86,3.84
2019-01-02,10.98,6.23,101.66,2.51
2019-01-03,12.08,7.51,101.45,1.75
2019-01-04,14.71,9.03,101.2,1.73
2019-01-05,16.49,10.38,101.04,1.98
2019-01-06,16.3,10.25,101.0,2.03
2019-01-07,17.32,11.23,100.89,1.71
2019-01-08,15.88,10.19,100.89,3.44
2019-01-09,13.32,8.48,101.05,2.7
2019-01-10,15.8,10.25,100.81,1.7
2019-01-11,19.36,12.7,100.71,1.7
2019-01-12,19.53,12.94,100.69,2.87
2019-01-13,20.16,13.18,100.65,2.51
2019-01-14,20.46,13.43,100.5,3.21
2019-01-15,16.77,10.56,100.82,4.4
2019-01-16,11.05,7.02,101.29,3.26
2019-01-17,12.19,6.84,101.3,2.53
2019-01-18,13.46,8.3,101.03,1.84
2019-01-19,17.08,10.93,100.71,1.71
2019-01-20,19.01,12.02,100.79,2.49
2019-01-21,12.69,7.2,101.41,3.97
2019-01-22,13.24,6.59,101.37,2.04
2019-01-23,14.38,8.12,101.01,1.79
2019-01-24,16.44,10.38,100.76,2.65
2019-01-25,18.76,11.96,100.92,2.14
2019-01-26,17.55,11.05,101.18,2.31
2019-01-27,17.15,10.44,101.05,2.37
2019-01-28,17.71,10.99,100.86,1.99
2019-01-29,19.08,12.15,100.77,2.33
2019-01-30,20.07,12.94,100.7,3.91
2019-01-31,20.69,13.43,100.83,2.32
2019-02-01,17.76,10.25,100.97,2.77
2019-02-02,18.84,11.9,100.52,2.88
2019-02-03,21.53,13.85,100.48,2.32
2019-02-04,21.91,14.34,100.57,2.95
2019-02-05,22.38,14.22,100.4,2.23
2019-02-06,22.49,14.22,100.12,3.22
2019-02-07,22.54,12.08,100.09,2.41
2019-02-08,22.4,11.72,100.04,2.38
2019-02-09,21.59,12.88,100.22,2.43
2019-02-10,23.15,15.44,100.63,3.86
2019-02-11,17.69,10.86,101.13,3.25
2019-02-12,19.51,12.45,101.08,2.09
2019-02-13,21.33,14.16,100.83,3.3
2019-02-14,21.5,13.73,100.62,4.27
2019-02-15,22.29,14.59,100.58,4.12
2019-02-16,23.01,15.5,100.41,3.72
2019-02-17,22.54,15.99,100.14,5.04
2019-02-18,23.67,14.71,99.95,2.73
2019-02-19,23.98,15.2,100.21,2.33
2019-02-20,24.66,15.99,100.38,2.77
2019-02-21,24.73,14.89,100.39,2.34
2019-02-22,18.27,10.68,100.58,3.75
2019-02-23,17.98,11.11,100.44,3.26
2019-02-24,15.46,8.67,100.68,2.74
2019-02-25,17.02,10.44,100.65,2.04
2019-02-26,18.87,12.15,100.43,2.19
2019-02-27,22.02,14.4,100.22,2.57
2019-02-28,22.83,15.26,100.17,3.47
2019-03-01,23.14,15.56,100.16,4.55
2019-03-02,24.55,16.36,99.86,3.3
2019-03-03,23.76,15.62,99.91,2.55
2019-03-04,22.89,15.44,99.83,4.47
2019-03-05,25.6,15.99,99.74,2.66
2019-03-06,21.45,13.61,100.2,3.22
2019-03-07,19.34,11.9,100.44,2.88
2019-03-08,19.32,12.21,100.3,2.47
2019-03-09,21.9,14.04,100.03,2.48
2019-03-10,18.58,10.56,100.41,2.93
2019-03-11,19.65,11.23,100.48,1.84
2019-03-12,20.5,11.78,100.42,2.52
2019-03-13,21.77,13.98,100.35,2.6
2019-03-14,23.39,15.62,100.56,2.23
2019-03-15,19.48,11.66,100.96,3.26
2019-03-16,19.48,12.27,100.8,2.16
2019-03-17,21.31,13.98,100.58,2.23
2019-03-18,22.08,14.71,100.42,2.91
2019-03-19,22.64,15.81,100.09,3.34
2019-03-20,25.61,16.78,99.87,3.26
2019-03-21,26.78,16.72,99.76,2.34
2019-03-22,25.83,16.42,99.8,1.62
2019-03-23,19.59,11.66,100.53,4.19
2019-03-24,17.19,9.89,100.67,2.57
2019-03-25,19.01,11.9,100.6,1.89
2019-03-26,21.46,13.98,100.51,2.81
2019-03-27,23.63,15.81,100.34,3.95
2019-03-28,24.26,16.3,99.98,2.74
2019-03-29,24.94,16.97,99.83,1.72
2019-03-30,25.35,17.21,99.96,2.91
2019-03-31,25.2,17.52,100.13,3.08
2019-04-01,21.22,13.67,100.57,2.32
2019-04-02,23.54,15.5,100.36,2.89
2019-04-03,24.68,17.03,100.33,3.32
2019-04-04,25.15,17.09,100.31,2.66
2019-04-05,23.84,16.24,100.37,3.03
2019-04-06,24.44,16.66,100.11,3.18
2019-04-07,25.79,18.07,100.01,2.97
2019-04-08,26.68,18.74,99.74,3.3
2019-04-09,28.28,18.49,99.68,2.29
2019-04-10,28.39,19.35,99.71,2.27
2019-04-11,28.39,19.59,99.62,2.18
2019-04-12,27.38,19.65,99.74,3.84
2019-04-13,27.24,19.78,99.83,3.85
2019-04-14,27.45,20.08,99.97,3.3
2019-04-15,23.57,15.56,100.18,2.94
2019-04-16,24.96,17.33,100.11,2.59
2019-04-17,25.0,17.46,99.92,3.05
2019-04-18,28.87,19.35,99.36,2.64
2019-04-19,29.7,18.55,99.18,2.29
2019-04-20,30.26,18.8,99.1,2.58
2019-04-21,29.43,20.39,99.29,1.84
2019-04-22,29.65,20.08,99.47,2.7
2019-04-23,28.8,20.26,99.68,2.23
2019-04-24,29.57,19.84,99.62,2.4
2019-04-25,29.16,20.08,99.61,2.56
2019-04-26,28.1,20.39,99.67,3.52
2019-04-27,27.75,20.02,99.7,4.62
2019-04-28,28.09,20.02,99.76,3.5
2019-04-29,28.97,19.96,99.65,2.41
2019-04-30,28.61,20.14,99.64,2.65
2019-05-01,24.98,15.38,99.98,2.55
2019-05-02,25.15,16.72,99.99,2.23
2019-05-03,24.46,17.03,100.11,3.12
2019-05-04,27.1,19.41,99.81,2.9
2019-05-05,29.12,21.18,99.43,2.27
2019-05-06,27.68,21.24,99.37,2.96
2019-05-07,27.11,20.69,99.46,3.54
2019-05-08,27.25,19.9,99.47,3.13
2019-05-09,23.3,15.44,99.75,2.64
2019-05-10,25.0,16.6,99.93,2.41
2019-05-11,26.25,18.37,99.92,2.37
2019-05-12,27.38,19.78,99.76,3.79
2019-05-13,27.73,20.26,99.67,3.7
2019-05-14,27.19,20.75,99.59,3.33
2019-05-15,28.33,20.87,99.51,2.31
2019-05-16,29.6,21.36,99.34,2.47
2019-05-17,30.87,21.18,99.12,2.87
2019-05-18,31.23,21.36,99.02,3.16
2019-05-19,31.2,21.24,99.2,2.47
2019-05-20,27.62,19.41,99.63,3.15
2019-05-21,24.05,15.01,99.91,2.27
2019-05-22,25.64,17.46,99.93,1.98
2019-05-23,26.44,18.43,99.84,2.27
2019-05-24,27.46,20.2,99.58,2.98
2019-05-25,28.76,20.87,99.27,3.35
2019-05-26,29.02,21.42,99.2,2.28
2019-05-27,28.4,21.61,99.31,1.76
2019-05-28,27.44,21.3,99.52,3.42
2019-05-29,25.83,19.41,99.67,2.25
2019-05-30,26.67,19.17,99.66,1.97
2019-05-31,26.63,20.81,99.62,3.49
2019-06-01,24.87,18.37,99.63,2.52
2019-06-02,25.79,17.58,99.7,1.84
2019-06-03,28.45,19.9,99.55,1.59
2019-06-04,28.79,21.0,99.49,2.16
2019-06-05,28.07,21.79,99.47,3.12
2019-06-06,28.59,21.67,99.62,2.24
2019-06-07,28.65,22.22,99.66,3.09
2019-06-08,28.87,22.03,99.48,2.48
2019-06-09,28.79,21.91,99.2,4.11
2019-06-10,30.5,22.16,99.03,1.45
2019-06-11,30.31,22.22,99.11,1.59
2019-06-12,30.32,22.28,99.15,1.37
2019-06-13,29.78,21.73,99.21,2.12
2019-06-14,28.75,21.79,99.21,1.4
2019-06-15,29.83,21.73,99.12,2.14
2019-06-16,28.73,21.79,99.13,1.94
2019-06-17,29.55,21.79,99.27,1.73
2019-06-18,28.92,21.67,99.39,2.02
2019-06-19,28.4,21.91,99.43,2.38
2019-06-20,29.19,22.16,99.33,1.96
2019-06-21,30.3,22.34,99.18,2.42
2019-06-22,30.94,22.52,99.08,2.51
2019-06-23,30.16,23.25,99.15,1.8
2019-06-24,29.27,22.71,99.36,1.82
2019-06-25,29.69,22.16,99.35,2.25
2019-06-26,29.76,22.03,99.09,2.24
2019-06-27,30.08,21.73,98.76,2.6
2019-06-28,30.66,21.97,98.72,2.24
2019-06-29,31.08,21.97,98.84,2.17
2019-06-30,28.98,20.81,99.09,2.32
2019-07-01,28.44,20.51,99.17,2.45
2019-07-02,27.37,21.12,99.13,2.37
2019-07-03,28.1,21.67,98.89,3.73
2019-07-04,28.7,21.79,98.77,4.98
2019-07-05,29.51,21.85,99.11,2.52
2019-07-06,30.1,21.48,99.01,2.52
2019-07-07,29.87,21.0,99.04,2.8
2019-07-08,30.4,21.48,99.1,2.55
2019-07-09,30.07,21.3,99.12,2.09
2019-07-10,28.67,21.36,99.25,1.55
2019-07-11,29.24,21.18,99.45,2.12
2019-07-12,29.72,21.24,99.37,2.48
2019-07-13,29.86,21.55,99.18,2.52
2019-07-14,29.26,21.06,99.12,1.71
2019-07-15,28.36,21.48,99.16,1.99
2019-07-16,29.68,20.94,99.22,1.32
2019-07-17,29.55,22.09,99.16,2.27
2019-07-18,29.64,22.58,98.99,1.45
2019-07-19,30.95,22.34,98.97,1.88
2019-07-20,29.98,22.46,99.23,1.49
2019-07-21,29.23,21.36,99.31,1.59
2019-07-22,29.67,20.57,99.22,1.83
2019-07-23,28.2,20.63,99.18,1.86
2019-07-24,28.61,20.57,99.26,1.38
2019-07-25,28.28,20.63,99.46,0.8
2019-07-26,28.68,20.14,99.42,1.8
2019-07-27,28.98,20.26,99.37,1.7
2019-07-28,29.44,21.24,99.37,1.66
2019-07-29,29.24,21.0,99.37,1.62
2019-07-30,28.27,20.57,99.33,1.3
2019-07-31,27.33,20.51,99.28,2.42
2019-08-01,27.33,19.84,99.04,3.02
2019-08-02,27.7,20.2,98.73,3.8
2019-08-03,26.82,20.81,98.34,8.77
2019-08-04,27.12,21.0,98.94,4.38
2019-08-05,27.18,20.2,99.24,1.48
2019-08-06,28.88,20.63,99.26,1.25
2019-08-07,29.94,21.61,99.05,1.19
2019-08-08,30.07,22.03,98.91,1.39
2019-08-09,30.04,21.42,98.94,1.11
2019-08-10,30.37,21.3,98.98,1.49
2019-08-11,29.63,22.34,99.05,1.35
2019-08-12,29.23,21.79,99.11,2.28
2019-08-13,29.65,21.61,99.1,2.85
2019-08-14,29.8,21.36,99.17,2.59
2019-08-15,29.62,21.79,99.16,1.76
2019-08-16,28.8,21.55,99.14,1.41
2019-08-17,27.55,21.55,99.26,2.46
2019-08-18,27.51,21.06,99.32,2.42
2019-08-19,28.83,21.12,99.2,1.73
2019-08-20,28.23,21.61,99.29,1.8
2019-08-21,27.58,21.12,99.41,1.9
2019-08-22,27.05,20.45,99.51,1.55
2019-08-23,27.68,19.9,99.68,1.8
2019-08-24,28.75,20.57,99.51,1.88
2019-08-25,29.3,21.24,99.33,1.8
2019-08-26,28.5,20.63,99.27,1.72
2019-08-27,27.13,20.94,99.46,2.0
2019-08-28,27.91,21.24,99.65,2.02
2019-08-29,28.46,22.16,99.31,3.31
2019-08-30,27.37,21.18,99.32,4.27
2019-08-31,26.25,20.32,99.52,1.94
2019-09-01,26.22,20.02,99.59,3.14
2019-09-02,26.4,18.98,99.62,4.5
2019-09-03,26.66,19.29,99.52,4.52
2019-09-04,26.4,19.29,99.36,4.5
2019-09-05,28.6,19.84,99.29,2.46
2019-09-06,29.15,20.26,99.28,1.86
2019-09-07,29.37,21.48,99.33,2.18
2019-09-08,29.74,21.91,99.27,1.82
2019-09-09,29.11,21.79,99.22,1.48
2019-09-10,28.04,21.79,99.53,1.58
2019-09-11,27.28,21.24,99.95,2.09
2019-09-12,27.89,20.32,99.97,1.52
2019-09-13,28.13,19.71,99.83,1.62
2019-09-14,28.38,19.17,99.83,1.62
2019-09-15,28.65,19.78,99.74,1.63
2019-09-16,28.72,20.45,99.73,1.32
2019-09-17,29.33,19.59,99.88,0.91
2019-09-18,27.69,20.69,100.1,2.2
2019-09-19,27.02,19.41,100.2,2.11
2019-09-20,26.73,18.31,100.1,2.46
2019-09-21,25.08,16.54,100.24,3.54
2019-09-22,24.62,14.89,100.51,3.48
2019-09-23,23.62,13.73,100.71,2.85
2019-09-24,23.94,13.0,100.73,2.25
2019-09-25,24.89,13.55,100.75,1.77
2019-09-26,24.3,14.71,100.73,2.32
2019-09-27,25.06,13.92,100.69,1.88
2019-09-28,25.38,14.34,100.55,1.95
2019-09-29,25.3,14.4,100.38,2.15
2019-09-30,25.46,14.89,100.06,1.88
2019-10-01,25.51,16.11,99.98,2.09
2019-10-02,26.57,19.17,99.99,2.27
2019-10-03,26.01,20.08,99.99,2.41
2019-10-04,26.26,19.41,100.0,2.01
2019-10-05,26.56,18.74,100.15,1.34
2019-10-06,26.36,17.64,100.31,1.62
2019-10-07,25.94,17.52,100.31,2.34
2019-10-08,24.69,18.37,100.37,2.59
2019-10-09,24.87,17.94,100.33,2.34
2019-10-10,26.37,18.31,100.19,1.57
2019-10-11,26.01,18.62,100.1,2.71
2019-10-12,25.89,18.68,100.13,2.18
2019-10-13,25.73,18.13,100.39,1.79
2019-10-14,24.74,17.27,100.72,3.1
2019-10-15,23.71,16.24,100.82,3.48
2019-10-16,24.47,16.72,100.7,2.55
2019-10-17,24.65,17.03,100.63,2.31
2019-10-18,21.96,13.61,100.83,2.78
2019-10-19,23.01,14.4,100.71,2.03
2019-10-20,23.94,15.62,100.54,1.69
2019-10-21,24.74,17.03,100.22,2.27
2019-10-22,25.66,18.43,99.85,3.72
2019-10-23,26.6,19.17,99.85,2.94
2019-10-24,22.27,15.26,100.38,3.01
2019-10-25,24.0,16.78,100.49,2.32
2019-10-26,24.93,17.52,100.49,2.38
2019-10-27,24.46,17.46,100.36,3.28
2019-10-28,20.51,13.24,100.67,4.04
2019-10-29,20.53,11.29,100.73,2.91
2019-10-30,19.59,10.62,100.67,2.98
2019-10-31,19.55,11.11,100.59,3.05
2019-11-01,19.98,12.82,100.56,2.38
2019-11-02,22.36,14.95,100.46,1.8
2019-11-03,23.01,15.5,100.49,2.73
2019-11-04,21.96,12.45,100.62,3.12
2019-11-05,20.26,10.68,100.41,2.19
2019-11-06,21.23,11.96,100.17,1.44
2019-11-07,20.57,11.78,100.56,2.91
2019-11-08,19.48,10.74,100.83,2.74
2019-11-09,19.94,10.56,100.74,1.8
2019-11-10,19.95,10.56,100.59,2.19
2019-11-11,20.62,11.23,100.31,1.78
2019-11-12,22.35,14.16,100.34,1.32
2019-11-13,23.55,16.17,100.74,3.2
2019-11-14,18.96,10.38,101.08,3.38
2019-11-15,20.37,12.57,100.52,2.07
2019-11-16,22.73,15.62,100.18,3.76
2019-11-17,24.57,17.21,100.09,3.52
2019-11-18,20.26,12.88,100.76,4.76
2019-11-19,17.15,9.34,100.99,2.69
2019-11-20,18.3,10.25,100.9,1.89
2019-11-21,19.04,10.99,100.87,1.63
2019-11-22,19.69,12.27,100.66,1.98
2019-11-23,21.61,14.4,100.46,2.87
2019-11-24,22.25,14.83,100.59,2.79
2019-11-25,19.74,12.15,100.98,3.29
2019-11-26,18.3,10.62,100.91,2.13
2019-11-27,20.72,13.43,100.9,2.42
2019-11-28,16.21,8.73,101.27,3.38
2019-11-29,16.27,9.52,101.08,2.45
2019-11-30,18.49,12.08,100.8,2.02
2019-12-01,18.65,11.72,100.9,4.06
2019-12-02,14.12,6.96,101.48,4.23
2019-12-03,13.8,6.23,101.38,2.71
2019-12-04,13.31,6.35,101.4,3.49
2019-12-05,12.73,6.16,101.59,4.11
2019-12-06,12.07,5.8,101.74,4.13
2019-12-07,11.18,5.25,101.61,3.03
2019-12-08,12.0,5.19,101.46,2.19
2019-12-09,13.99,5.68,101.14,2.02
2019-12-10,13.94,5.92,100.86,1.8
2019-12-11,14.25,6.35,100.85,1.77
2019-12-12,14.76,7.39,100.9,1.96
2019-12-13,16.69,10.13,101.04,1.61
2019-12-14,18.94,12.15,100.94,1.7
2019-12-15,20.63,13.67,100.68,2.3
2019-12-16,20.91,13.73,100.53,2.27
2019-12-17,21.61,14.28,100.57,1.75
2019-12-18,22.26,15.2,100.58,2.81
2019-12-19,17.33,10.86,100.82,3.12
2019-12-20,15.15,9.34,100.85,2.27
2019-12-21,17.43,11.29,100.65,2.16
2019-12-22,16.85,10.8,100.57,2.4
2019-12-23,19.94,13.0,100.35,1.7
2019-12-24,21.56,14.4,100.47,3.18
2019-12-25,21.87,14.59,100.27,3.71
2019-12-26,18.42,11.35,100.74,3.79
2019-12-27,14.59,7.08,101.12,2.55
2019-12-28,15.83,9.03,100.85,1.82
2019-12-29,17.69,10.56,100.73,1.07
2019-12-30,19.32,11.66,100.92,1.52
2019-12-31,18.99,10.74,101.33,2.66
2020-01-01,18.39,11.54,101.37,2.13
2020-01-02,20.65,13.06,101.16,1.58
2020-01-03,20.78,13.43,100.96,2.48
2020-01-04,20.63,13.61,100.77,3.17
2020-01-05,20.98,13.79,100.66,3.34
2020-01-06,21.08,13.67,100.55,4.23
2020-01-07,21.55,14.4,100.55,2.67
2020-01-08,21.55,13.92,100.6,3.2
2020-01-09,21.84,14.22,100.45,2.8
2020-01-10,21.84,14.34,100.28,3.91
2020-01-11,19.37,12.27,100.47,4.02
2020-01-12,15.01,8.12,100.8,2.7
2020-01-13,17.15,10.68,100.52,1.91
2020-01-14,20.95,13.67,100.4,4.31
2020-01-15,21.19,13.67,100.32,5.06
2020-01-16,20.99,13.43,100.51,3.12
2020-01-17,14.98,8.36,100.97,3.04
2020-01-18,15.76,9.77,100.79,1.89
2020-01-19,15.05,8.67,101.02,3.19
2020-01-20,16.43,10.25,100.94,1.78
2020-01-21,19.9,12.82,100.75,3.56
2020-01-22,21.21,13.79,100.5,3.91
2020-01-23,22.15,14.65,100.3,4.36
2020-01-24,22.12,15.08,100.3,4.17
2020-01-25,14.24,8.67,100.65,5.47
2020-01-26,13.46,6.84,100.82,3.34
2020-01-27,11.89,6.53,100.77,2.8
2020-01-28,12.55,6.84,100.93,2.95
2020-01-29,13.05,6.29,101.23,2.8
2020-01-30,13.06,6.16,101.17,2.45
2020-01-31,14.45,7.75,100.98,2.16
2020-02-01,16.5,10.56,100.82,2.39
2020-02-02,19.15,12.21,100.77,3.71
2020-02-03,18.83,12.02,100.69,4.16
2020-02-04,14.9,8.91,100.95,2.7
2020-02-05,15.14,9.58,100.8,2.09
2020-02-06,17.87,11.78,100.59,1.81
2020-02-07,18.42,11.72,100.88,3.04
2020-02-08,16.23,9.95,101.22,3.29
2020-02-09,13.73,8.0,101.53,3.23
2020-02-10,15.94,9.4,101.09,2.25
2020-02-11,19.39,12.33,100.7,3.23
2020-02-12,21.75,14.1,100.42,3.79
2020-02-13,23.15,15.01,100.02,2.73
2020-02-14,23.66,15.32,99.72,2.31
2020-02-15,22.58,12.7,100.08,3.34
2020-02-16,14.04,6.16,101.35,5.22
2020-02-17,13.23,5.92,101.66,3.51
2020-02-18,13.77,6.47,101.44,2.56
2020-02-19,16.32,9.09,101.17,1.97
2020-02-20,19.13,11.84,101.11,3.02
2020-02-21,19.58,12.02,101.42,3.01
2020-02-22,19.11,10.99,101.48,2.39
2020-02-23,18.95,10.68,101.2,2.81
2020-02-24,19.37,11.6,100.78,2.62
2020-02-25,20.38,12.57,100.62,2.9
2020-02-26,20.93,12.94,100.68,2.68
2020-02-27,21.63,13.49,100.64,2.77
2020-02-28,21.37,13.85,100.46,3.23
2020-02-29,22.14,14.28,100.24,3.46
2020-03-01,23.44,15.38,100.22,3.09
2020-03-02,23.37,15.38,100.26,4.01
2020-03-03,23.65,15.62,100.29,4.96
2020-03-04,17.46,10.62,100.73,4.74
2020-03-05,16.67,10.07,100.8,2.24
2020-03-06,20.38,12.63,100.38,2.27
2020-03-07,23.45,14.4,99.98,1.7
2020-03-08,26.08,14.53,99.5,2.85
2020-03-09,26.65,12.82,99.51,3.0
2020-03-10,20.1,10.74,100.45,4.37
2020-03-11,20.4,12.15,100.4,2.32
2020-03-12,24.3,15.99,100.08,2.95
2020-03-13,24.94,16.85,100.22,1.88
2020-03-14,20.71,11.9,100.78,3.97
2020-03-15,20.15,12.39,100.71,2.43
2020-03-16,22.2,14.83,100.48,2.75
2020-03-17,24.01,16.36,100.43,4.49
2020-03-18,21.32,14.1,100.29,3.3
2020-03-19,21.63,14.22,100.31,2.55
2020-03-20,21.44,13.98,100.28,1.8
2020-03-21,24.23,16.54,100.1,2.99
2020-03-22,24.87,16.72,100.09,2.05
2020-03-23,24.41,16.48,100.15,3.15
2020-03-24,24.15,15.56,100.11,4.14
2020-03-25,24.55,16.42,99.93,5.27
2020-03-26,25.94,17.4,99.85,4.42
2020-03-27,26.71,17.58,99.82,2.73
2020-03-28,22.69,13.79,100.12,3.39
2020-03-29,24.51,16.6,99.81,4.04
2020-03-30,22.86,15.44,99.92,3.61
2020-03-31,21.72,14.22,100.13,2.76
2020-04-01,20.41,12.94,100.25,2.05
2020-04-02,23.18,15.81,100.19,2.99
2020-04-03,24.78,17.03,100.23,4.11
2020-04-04,20.94,13.37,100.59,4.26
2020-04-05,18.32,11.11,100.78,3.54
2020-04-06,17.94,10.86,100.62,2.61
2020-04-07,19.76,11.54,100.5,2.38
2020-04-08,20.49,12.76,100.52,1.35
2020-04-09,21.99,13.92,100.56,2.05
2020-04-10,24.07,15.93,100.39,3.3
2020-04-11,25.91,17.58,100.27,2.66
2020-04-12,18.05,9.46,101.02,4.6
2020-04-13,16.3,8.85,100.97,2.45
2020-04-14,17.69,9.89,100.69,1.98
2020-04-15,20.69,12.94,100.35,2.6
2020-04-16,23.49,15.99,100.04,4.17
2020-04-17,24.36,17.52,100.05,3.7
2020-04-18,25.22,17.76,99.99,2.16
2020-04-19,26.93,18.31,99.85,2.02
2020-04-20,26.83,19.1,99.91,2.88
2020-04-21,27.5,19.65,99.82,2.73
2020-04-22,23.91,17.15,100.09,3.48
2020-04-23,18.57,11.84,100.65,3.95
2020-04-24,17.05,10.38,101.0,3.74
2020-04-25,17.9,10.99,100.88,1.87
2020-04-26,20.13,11.41,100.89,2.85
2020-04-27,22.19,11.35,100.77,2.21
2020-04-28,23.51,12.51,100.59,2.32
2020-04-29,24.39,14.47,100.45,2.02
2020-04-30,23.76,15.62,100.34,2.09
2020-05-01,25.08,17.33,100.02,3.31
2020-05-02,26.26,18.37,99.8,3.12
2020-05-03,28.08,19.9,99.73,2.69
2020-05-04,28.53,20.69,99.7,2.73
2020-05-05,29.93,20.75,99.53,2.64
2020-05-06,29.92,21.48,99.42,2.43
2020-05-07,29.24,22.64,99.36,2.68
2020-05-08,30.26,22.22,99.33,2.42
2020-05-09,28.45,20.39,99.57,2.1
2020-05-10,28.49,19.96,99.72,1.69
2020-05-11,28.98,21.0,99.79,2.19
2020-05-12,25.05,17.88,100.06,2.84
2020-05-13,26.5,18.8,99.9,2.6
2020-05-14,27.86,19.04,99.71,3.14
2020-05-15,29.18,19.9,99.36,2.7
2020-05-16,28.82,20.94,99.42,2.94
2020-05-17,28.62,21.42,99.32,2.66
2020-05-18,28.98,21.24,99.27,2.17
2020-05-19,28.68,20.75,99.29,2.18
2020-05-20,30.48,22.16,99.13,2.46
2020-05-21,32.4,21.73,99.09,2.45
2020-05-22,29.71,21.79,99.32,2.83
2020-05-23,27.9,20.51,99.56,2.78
2020-05-24,27.37,20.57,99.61,1.92
2020-05-25,29.84,21.48,99.52,2.5
2020-05-26,27.48,19.47,99.76,3.29
2020-05-27,25.62,17.58,99.96,1.98
2020-05-28,26.06,18.13,99.88,1.67
2020-05-29,27.33,19.78,99.66,2.54
2020-05-30,29.44,20.26,99.69,1.94
2020-05-31,29.76,20.69,99.71,1.84
2020-06-01,29.09,20.75,99.62,1.91
2020-06-02,28.84,20.81,99.44,2.99
2020-06-03,28.99,20.81,99.4,2.64
2020-06-04,29.18,21.48,99.34,2.46
2020-06-05,29.3,21.61,99.31,2.2
2020-06-06,29.27,21.48,99.24,2.14
2020-06-07,28.87,21.55,99.17,3.01
2020-06-08,29.91,21.12,99.16,2.95
2020-06-09,30.24,20.94,99.38,1.65
2020-06-10,29.51,21.73,99.49,1.78
2020-06-11,28.86,21.55,99.37,2.65
2020-06-12,29.58,21.61,99.14,2.64
2020-06-13,29.21,22.09,99.14,1.75
2020-06-14,28.3,22.34,99.36,2.72
2020-06-15,27.35,21.12,99.55,3.66
2020-06-16,27.66,20.57,99.43,3.73
2020-06-17,28.08,21.18,99.27,3.7
2020-06-18,28.78,21.12,99.36,2.65
2020-06-19,28.8,21.24,99.49,3.2
2020-06-20,28.62,21.42,99.45,3.33
2020-06-21,29.83,22.03,99.18,2.92
2020-06-22,30.34,21.97,99.17,2.53
2020-06-23,29.79,21.91,99.31,2.8
2020-06-24,29.84,21.79,99.25,2.41
2020-06-25,29.55,21.91,99.16,2.17
2020-06-26,28.62,21.79,99.25,3.16
2020-06-27,28.95,21.79,99.31,3.11
2020-06-28,29.33,22.09,99.3,2.6
2020-06-29,29.45,21.42,99.24,2.34
2020-06-30,27.91,21.79,99.18,2.69
2020-07-01,29.12,21.91,99.1,1.2
2020-07-02,28.97,21.91,99.14,1.83
2020-07-03,28.08,21.73,99.4,2.52
2020-07-04,28.14,21.61,99.52,3.08
2020-07-05,28.18,21.06,99.36,2.26
2020-07-06,28.58,21.91,99.31,2.9
2020-07-07,28.89,22.16,99.5,3.04
2020-07-08,29.32,21.91,99.36,2.17
2020-07-09,29.9,21.18,99.05,3.1
2020-07-10,29.44,21.12,99.08,3.02
2020-07-11,28.92,20.69,99.24,2.48
2020-07-12,28.12,19.84,99.36,2.52
2020-07-13,28.55,20.39,99.52,1.75
2020-07-14,28.8,21.24,99.58,2.09
2020-07-15,28.99,21.48,99.42,2.8
2020-07-16,29.07,21.73,99.31,3.12
2020-07-17,29.24,21.67,99.39,2.86
2020-07-18,29.09,21.85,99.43,2.94
2020-07-19,29.25,21.48,99.35,2.03
2020-07-20,29.03,21.12,99.51,1.88
2020-07-21,28.08,21.18,99.7,2.9
2020-07-22,27.87,20.81,99.67,3.58
2020-07-23,28.55,20.87,99.66,2.81
2020-07-24,28.6,21.06,99.67,2.72
2020-07-25,28.9,21.06,99.57,2.91
2020-07-26,29.14,21.79,99.44,2.33
2020-07-27,29.2,21.0,99.36,1.02
2020-07-28,28.17,20.32,99.58,1.2
2020-07-29,29.34,20.14,99.56,1.16
2020-07-30,29.56,20.81,99.48,1.68
2020-07-31,29.75,21.06,99.29,1.73
2020-08-01,28.14,21.18,98.93,4.43
2020-08-02,27.17,20.94,98.57,8.82
2020-08-03,27.37,21.36,98.91,4.53
2020-08-04,27.51,21.36,99.04,2.41
2020-08-05,27.29,20.94,99.31,1.82
2020-08-06,27.33,21.55,99.53,2.84
2020-08-07,28.0,21.36,99.54,2.98
2020-08-08,28.08,21.0,99.39,2.98
2020-08-09,29.07,21.24,99.23,2.23
2020-08-10,29.14,22.16,99.13,2.09
2020-08-11,29.05,20.63,99.2,2.26
2020-08-12,28.67,21.06,99.43,2.14
2020-08-13,27.44,21.48,99.53,2.75
2020-08-14,26.48,20.32,99.55,3.35
2020-08-15,26.37,19.78,99.52,3.55
2020-08-16,26.42,20.14,99.44,3.75
2020-08-17,25.93,19.84,99.45,2.87
2020-08-18,26.37,19.59,99.49,1.66
2020-08-19,26.58,20.26,99.47,2.22
2020-08-20,26.83,20.2,99.61,2.1
2020-08-21,26.39,19.96,99.79,1.98
2020-08-22,27.29,19.84,99.76,1.55
2020-08-23,27.62,20.26,99.58,1.91
2020-08-24,28.57,20.94,99.37,1.74
2020-08-25,29.29,20.81,99.3,2.27
2020-08-26,29.55,21.18,99.19,2.09
2020-08-27,29.94,21.3,99.09,1.61
2020-08-28,29.12,21.73,99.15,1.58
2020-08-29,29.19,21.06,99.34,1.43
